element,id,geometry,addr:city,addr:postcode,addr:state,addr:street,building,height,type,ele,gnis:feature_id,name,name:en,name:etymology,name:etymology:wikidata,name:etymology:wikipedia,natural,old_name,old_name:etymology,old_name:etymology:wikidata,old_name:etymology:wikipedia,tourism,water,website,wikidata,wikimedia_commons,addr:housenumber,building:levels,roof:levels,addr:country,air_conditioning,brand,email,fax,internet_access,phone,rooms,smoking,landuse,nhd:reach_code,source,addr:housename,addr:county,attribution,description,changing_table,fee,opening_hours,wikipedia,highway,surface,level,lit,place,wheelchair,layer,source:addr:housenumber,boundary,leisure,amenity,emergency,healthcare,healthcare:for,operator,operator:short,operator:wikidata,operator:wikipedia,short_name,mobile,name:zh,dog,alt_name,brand:wikidata,internet_access:fee,name:ko,sport,denomination,religion,area,operator:type,protect_class,building:part,abandoned,check_date,disused:amenity,note,shop,contact:facebook,contact:instagram,contact:youtube,payment:cash,payment:credit_cards,payment:debit_cards,start_date,architect,community,community:gender,community:wikidata,access,building:material,official_name,name:he,building:colour,roof:colour,parking,colour,man_made,operator:email,operator:phone,tower:type,demolished:building,artist_name,artwork_type,material,contact:website,name:pt,service_times,operator:short_name,operator:website,owner,owner:short_name,owner:type,owner:wikidata,ownership,protected,protected_area,protection_title,landcover,nudism,communication:amateur_radio:pota,defensive_works,heritage,historic,attraction,name:es,zoo,min_height,disused,military,camping,clothing-optional,fire,glass,thong,topless,lanes,note:access,bridge,bar,internet_access:ssid,payment:american_express,payment:visa,reservation,url,name:kn,roof:shape,baseball,garden:type,bicycle,diocese,disused:landuse,source:operator,grades,fixme,crane:type,name:cmn,name:cmn-Hans,name:cmn-Hans-CN,name:cmn-Hans-SG,name:cmn-Hant,name:cs,name:de,name:oc,name:vi,name:yue,name:zh-Hans,name:zh-Hans-CN,name:zh-Hans-SG,name:zh-Hant,name:zh-Hant-HK,name:zh-Hant-TW,seamark:light:period,seamark:light:range,seamark:name,generator:source,power,building:min_level,seamark:type,golf,foot,salt,tidal,wetland,building:flats,drinking_water,office,leaf_type,floating,location,ref,noname,substation,voltage,disused:power,disused:highway,playground:theme,toilets,area:highway,crossing,crossing:markings,crossing:signals,footway,seamark:harbour:category,capacity,park_ride,surface:colour,was:building,was:amenity,leaf_cycle,artist:wikidata,artist:wikipedia,building:use,indoor,fountain,heritage:operator,heritage:website,museum,nrhp:criteria,nrhp:inscription_date,old_name:1940-1996,ref:nrhp,source_ref,hazard,addr:district,contact:fax,contact:phone,pipeline,substance,max_age,min_age,roof:material
relation,3693729,"POLYGON ((-122.5027984 37.7592788, -122.5027948 37.7592313, -122.5028045 37.7592308, -122.502804 37.7592243, -122.5027944 37.7592247, -122.5027933 37.7592099, -122.5029763 37.7592013, -122.5029815 37.7592702, -122.502926 37.7592728, -122.502879 37.759275, -122.502808 37.7592784, -122.5027984 37.7592788), (-122.5028791 37.7592317, -122.502872 37.7592286, -122.5028516 37.7592295, -122.5028528 37.7592466, -122.50288 37.7592454, -122.5028791 37.7592317))",,,,43rd Avenue,yes,,multipolygon,,,,,,,,,,,,,,,,,,1471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3693749,"POLYGON ((-122.5020588 37.7604682, -122.5020549 37.7603967, -122.5020643 37.7603964, -122.502064 37.7603898, -122.5020546 37.7603901, -122.5020507 37.7603195, -122.5021385 37.7603165, -122.5021466 37.7604652, -122.5020588 37.7604682), (-122.502103 37.7603993, -122.5020863 37.7603998, -122.5020879 37.7604299, -122.5021046 37.7604294, -122.502103 37.7603993))",,,,Judah Street,yes,,multipolygon,,,,,,,,,,,,,,,,,,3721;3735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3701632,"POLYGON ((-122.4718351 37.7212323, -122.4718351 37.7212288, -122.4718286 37.7212289, -122.4718284 37.7211886, -122.4718349 37.7211886, -122.4718349 37.7211836, -122.4718431 37.7211835, -122.471843 37.7211645, -122.4718367 37.7211645, -122.4718367 37.7211565, -122.4718272 37.7211566, -122.4718267 37.7211044, -122.4718322 37.7211044, -122.4718326 37.7210977, -122.4719565 37.7210977, -122.4719565 37.721094, -122.471984 37.7210937, -122.4719842 37.7211362, -122.4719792 37.7211363, -122.4719795 37.7211831, -122.471986 37.7211831, -122.4719862 37.7212251, -122.4719796 37.7212251, -122.4719797 37.7212319, -122.4718351 37.7212323), (-122.4718782 37.7211387, -122.4718613 37.7211389, -122.4718616 37.7211638, -122.4718786 37.7211636, -122.4718782 37.7211387))",,,,Beverly Street,yes,,multipolygon,,,,,,,,,,,,,,,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3705804,"POLYGON ((-122.4659981 37.7182604, -122.4660186 37.7182602, -122.4661095 37.7182594, -122.4661095 37.7182654, -122.466128 37.7182652, -122.466142 37.7182651, -122.4661426 37.7183056, -122.4661278 37.7183058, -122.4661282 37.7183287, -122.4661251 37.7183287, -122.4661251 37.7183307, -122.4659991 37.7183318, -122.4659981 37.7182604), (-122.4661224 37.7182749, -122.4661106 37.7182754, -122.4661115 37.7182897, -122.4661233 37.7182892, -122.4661224 37.7182749))",,,,Ramsell Street,yes,,multipolygon,,,,,,,,,,,,,,,,,,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3706170,"POLYGON ((-122.4617366 37.7198702, -122.4617353 37.7199285, -122.4617322 37.7199285, -122.4617323 37.7199338, -122.4617636 37.7199336, -122.4617636 37.7199442, -122.4616281 37.7199446, -122.4616279 37.7199006, -122.4616428 37.7199006, -122.4616427 37.7198953, -122.4615595 37.7198955, -122.4615595 37.71991, -122.461584 37.71991, -122.461584 37.7199035, -122.4615987 37.7199035, -122.4615988 37.719929, -122.4616127 37.7199289, -122.4616127 37.7199409, -122.4615992 37.7199409, -122.4615454 37.7199411, -122.4615453 37.7199225, -122.4615417 37.7199225, -122.4615414 37.7198709, -122.4617366 37.7198702), (-122.461714 37.7198814, -122.4617017 37.7198815, -122.4617018 37.7198857, -122.4617141 37.7198856, -122.461714 37.7198814))",,,,,yes,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3706246,"POLYGON ((-122.4531366 37.7316643, -122.4531366 37.7316789, -122.4531433 37.7316789, -122.4531576 37.7316651, -122.4531808 37.7316651, -122.4531953 37.7316789, -122.4531993 37.7316789, -122.4531993 37.7316586, -122.4532694 37.7316586, -122.4532694 37.7316767, -122.4533011 37.7316767, -122.4533124 37.7316665, -122.453347 37.7316895, -122.4533358 37.7317012, -122.4533358 37.7318349, -122.4533581 37.7318349, -122.4533581 37.7318727, -122.4532781 37.7318727, -122.4532626 37.7318874, -122.4532335 37.7318876, -122.4532335 37.7318727, -122.4531984 37.7318727, -122.453184 37.7318876, -122.4531563 37.7318879, -122.4531428 37.7318741, -122.4531285 37.7318879, -122.4530997 37.7318874, -122.4530858 37.7318741, -122.4530858 37.7318602, -122.4530858 37.7317619, -122.4530858 37.7317433, -122.4530858 37.7316773, -122.4530858 37.7316643, -122.4531366 37.7316643), (-122.453205 37.7317656, -122.4531375 37.7317646, -122.4531365 37.7318081, -122.453204 37.731809, -122.453205 37.7317656))",,,,Monterey Boulevard,yes,,multipolygon,,,,,,,,,,,,,,,,,,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3729842,"POLYGON ((-122.4916013 37.7725995, -122.4916027 37.7726236, -122.4915992 37.7726235, -122.4915224 37.7726259, -122.4915202 37.7726058, -122.491483 37.7726068, -122.4914833 37.7725318, -122.4914822 37.7725091, -122.4914946 37.7725087, -122.4914998 37.7725024, -122.4914981 37.772463, -122.4914923 37.7724567, -122.4914786 37.7724567, -122.4914716 37.7723534, -122.4914718 37.7723512, -122.4914834 37.7723509, -122.491491 37.7723456, -122.491509 37.7723449, -122.4915184 37.7723485, -122.4915424 37.7723479, -122.491545 37.7723438, -122.4915687 37.7723433, -122.4915724 37.7723471, -122.4915906 37.7723463, -122.4915909 37.7723608, -122.4915974 37.7723614, -122.4915982 37.7723805, -122.4915923 37.7723867, -122.4915934 37.7724124, -122.4916029 37.7724168, -122.4916036 37.7724346, -122.4915967 37.7724395, -122.4915974 37.7724551, -122.4916047 37.7724594, -122.4916055 37.7724781, -122.4915996 37.7724841, -122.4916007 37.7725081, -122.4916117 37.772511, -122.4916125 37.7725296, -122.4916035 37.7725366, -122.4916049 37.772568, -122.4916143 37.7725714, -122.4916151 37.7725887, -122.4916089 37.7725938, -122.4916085 37.7725994, -122.4916013 37.7725995), (-122.4915277 37.7724532, -122.4915118 37.7724539, -122.4915143 37.7724919, -122.4915302 37.7724912, -122.4915277 37.7724532))",,,,32nd Avenue,yes,,multipolygon,,,,,,,,,,,,,,,,,,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3736182,"POLYGON ((-122.487781 37.7741842, -122.4877713 37.7741776, -122.4877019 37.7741783, -122.4876915 37.7741881, -122.487671 37.7741889, -122.4876613 37.7741814, -122.4876532 37.7741817, -122.4876525 37.7741708, -122.4876422 37.7741623, -122.4876413 37.7741476, -122.4876506 37.7741405, -122.4876398 37.7739711, -122.4876281 37.7739634, -122.4876271 37.7739484, -122.4876378 37.7739399, -122.4876373 37.7739312, -122.4876401 37.7739309, -122.4876384 37.7739044, -122.4876456 37.7739037, -122.4877296 37.7739005, -122.487753 37.7738993, -122.4877606 37.7738992, -122.4877614 37.7739261, -122.4877953 37.7739247, -122.4877973 37.7739461, -122.4878021 37.7740328, -122.4877547 37.7740347, -122.4877567 37.7740658, -122.4878044 37.7740673, -122.487814 37.7741708, -122.4878144 37.7741755, -122.487803 37.7741837, -122.487781 37.7741842), (-122.4877533 37.7739742, -122.4877533 37.7739623, -122.4877333 37.7739623, -122.4877333 37.7739742, -122.4877533 37.7739742), (-122.4877616 37.7741369, -122.4877622 37.7741245, -122.4877462 37.774124, -122.4877457 37.7741364, -122.4877616 37.7741369))",,,,28th Avenue,yes,,multipolygon,,,,,,,,,,,,,,,,,,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3736183,"POLYGON ((-122.4880588 37.7739488, -122.4880625 37.7740137, -122.4880145 37.7740155, -122.4880186 37.774079, -122.4880699 37.7740784, -122.4880727 37.7741576, -122.4880609 37.7741702, -122.4880398 37.7741708, -122.4880258 37.7741591, -122.488002 37.7741599, -122.487991 37.774175, -122.4879713 37.7741757, -122.4879572 37.7741638, -122.4879343 37.774164, -122.4879244 37.774176, -122.487901 37.7741763, -122.4878892 37.7741665, -122.4878607 37.7741669, -122.4878486 37.7741799, -122.4878282 37.7741797, -122.487814 37.7741708, -122.4878044 37.7740673, -122.4879333 37.7740626, -122.4879323 37.7740458, -122.4878034 37.7740505, -122.4878021 37.7740328, -122.4877973 37.7739461, -122.488058 37.7739366, -122.4880588 37.7739488), (-122.487996 37.7739981, -122.4880105 37.7739967, -122.4880084 37.7739823, -122.4879939 37.7739836, -122.487996 37.7739981), (-122.4878447 37.7740001, -122.4878571 37.774, -122.4878569 37.7739888, -122.4878445 37.7739889, -122.4878447 37.7740001), (-122.4880038 37.7741112, -122.48802 37.7741116, -122.4880205 37.7740984, -122.4880044 37.774098, -122.4880038 37.7741112), (-122.4878536 37.7741219, -122.4878665 37.7741215, -122.4878659 37.7741101, -122.487853 37.7741105, -122.4878536 37.7741219))",,,,Cabrillo Street,yes,,multipolygon,,,,,,,,,,,,,,,,,,2715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3736661,"POLYGON ((-122.4872514 37.7739211, -122.4871756 37.7739239, -122.4871605 37.7739244, -122.4871566 37.773859, -122.4873368 37.7738523, -122.4873373 37.773861, -122.4873817 37.7738594, -122.4873851 37.7739161, -122.4873026 37.7739191, -122.4872514 37.7739211), (-122.4873096 37.7738602, -122.4872787 37.7738613, -122.4872595 37.7738812, -122.4872653 37.7738856, -122.4872589 37.7738908, -122.4872672 37.7738971, -122.4872735 37.7738919, -122.4872915 37.7738917, -122.4872912 37.7738862, -122.4873032 37.773877, -122.4873106 37.7738767, -122.4873096 37.7738602))",,,,28th Avenue,yes,,multipolygon,,,,,,,,,,,,,,,,,,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3736731,"POLYGON ((-122.4866925 37.7742218, -122.4866841 37.7742222, -122.4866801 37.7742291, -122.4866595 37.77423, -122.4866555 37.7742234, -122.486635 37.7742242, -122.4866269 37.7742303, -122.4866001 37.7742314, -122.4865959 37.7742259, -122.4865868 37.7742263, -122.4865795 37.7742181, -122.4865783 37.7742003, -122.4865847 37.7741957, -122.4865838 37.7741823, -122.4865814 37.7741824, -122.4865764 37.7741781, -122.4865752 37.7741603, -122.4865797 37.7741574, -122.4865792 37.7741503, -122.4865752 37.7741457, -122.4865747 37.7741387, -122.4866253 37.7741365, -122.4866247 37.7741275, -122.4866859 37.7741249, -122.4866863 37.7741294, -122.4866896 37.7741797, -122.4866925 37.7742218), (-122.4866763 37.7741504, -122.4866679 37.7741507, -122.4866697 37.7741779, -122.4866781 37.7741775, -122.4866763 37.7741504))",,,,,yes,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3736841,"POLYGON ((-122.4860219 37.772876, -122.4860209 37.7728602, -122.485986 37.7728616, -122.4859837 37.7728257, -122.4860186 37.7728243, -122.4860174 37.7728065, -122.4860543 37.772805, -122.4862345 37.7727978, -122.4862382 37.7728555, -122.4861837 37.7728576, -122.4861844 37.7728695, -122.4861335 37.7728715, -122.4861329 37.7728635, -122.4861236 37.7728638, -122.4861241 37.7728719, -122.4861027 37.7728728, -122.4860219 37.772876), (-122.4861391 37.7728267, -122.4861132 37.7728277, -122.4861071 37.7728371, -122.4861293 37.772847, -122.4861404 37.7728466, -122.4861391 37.7728267))",,,,27th Avenue,yes,,multipolygon,,,,,,,,,,,,,,,,,,882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3736842,"POLYGON ((-122.4860003 37.773213, -122.4859989 37.7731913, -122.4860042 37.7731852, -122.4859981 37.7731789, -122.4859969 37.7731603, -122.4860037 37.7731507, -122.4860089 37.7731504, -122.4860657 37.7731482, -122.4860661 37.7731551, -122.4860825 37.7731544, -122.486082 37.7731475, -122.4861005 37.7731468, -122.4861277 37.7731457, -122.4862233 37.7731418, -122.4862262 37.7731864, -122.4862335 37.7731861, -122.4862337 37.7731889, -122.4862392 37.7731935, -122.4862409 37.7731991, -122.4862396 37.7732058, -122.4862351 37.7732086, -122.486228 37.7732127, -122.4862025 37.7732137, -122.4860892 37.7732182, -122.4860706 37.773219, -122.4860078 37.7732215, -122.4860003 37.773213), (-122.486162 37.7731807, -122.4861374 37.7731816, -122.486138 37.7731926, -122.4861627 37.7731917, -122.486162 37.7731807))",,,,27th Avenue,yes,,multipolygon,,,,,,,,,,,,,,,,,,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3737577,"POLYGON ((-122.4883791 37.7752393, -122.4883151 37.77524, -122.4883039 37.77523, -122.4883032 37.7752156, -122.4883134 37.7752064, -122.488302 37.7751954, -122.4883013 37.7751819, -122.4883169 37.7751686, -122.4883922 37.7751664, -122.4883928 37.7751766, -122.4884097 37.775176, -122.4884091 37.7751659, -122.4885152 37.7751627, -122.4885158 37.775174, -122.4885562 37.7751726, -122.4885566 37.7751807, -122.4885651 37.7751804, -122.4885674 37.775222, -122.4885589 37.7752223, -122.4885594 37.7752316, -122.4883791 37.7752393), (-122.4884584 37.775182, -122.4884244 37.7751829, -122.4884255 37.7752095, -122.4884595 37.7752086, -122.4884584 37.775182))",,,,29th Avenue,yes,,multipolygon,,,,,,,,,,,,,,,,,,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3737608,"POLYGON ((-122.4868767 37.7749382, -122.486637 37.7749445, -122.4866345 37.7748841, -122.4866788 37.774883, -122.4866781 37.7748671, -122.4867361 37.7748657, -122.4867365 37.7748745, -122.4867454 37.7748742, -122.486745 37.7748655, -122.4868187 37.7748637, -122.4868572 37.774862, -122.4868572 37.77486, -122.4868699 37.7748596, -122.4868834 37.7748593, -122.4868834 37.7748588, -122.4868941 37.7748585, -122.4868974 37.7749376, -122.4868767 37.7749382), (-122.4867562 37.7749046, -122.4867495 37.7748972, -122.4867307 37.7748977, -122.4867314 37.7749157, -122.4867566 37.7749151, -122.4867562 37.7749046))",,,,27th Avenue,yes,,multipolygon,,,,,,,,,,,,,,,,,,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3737609,"POLYGON ((-122.4874883 37.7752713, -122.4872828 37.7752742, -122.4872714 37.7752631, -122.4872714 37.7752491, -122.4872834 37.7752378, -122.4872694 37.7752274, -122.4872674 37.7752143, -122.4872751 37.7752037, -122.4873525 37.775201, -122.4873647 37.7752006, -122.4874474 37.7751978, -122.4874486 37.7752067, -122.487488 37.7752061, -122.4874906 37.775271, -122.4874883 37.7752713), (-122.4873961 37.7752162, -122.4873714 37.7752378, -122.4873774 37.7752437, -122.4873825 37.7752389, -122.4873981 37.7752387, -122.487408 37.7752276, -122.4874077 37.775216, -122.4873961 37.7752162))",,,,28th Avenue,yes,,multipolygon,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3737905,"POLYGON ((-122.4860373 37.774479, -122.4861226 37.7744767, -122.4861288 37.7746263, -122.4860862 37.7746274, -122.4860866 37.7746375, -122.4860439 37.7746387, -122.4860436 37.774631, -122.4860374 37.7744824, -122.4860373 37.774479), (-122.4860963 37.774522, -122.4860807 37.7745225, -122.4860821 37.7745493, -122.4860978 37.7745488, -122.4860963 37.774522))",,,,Cabrillo Street,yes,,multipolygon,,,,,,,,,,,,,,,,,,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3737906,"POLYGON ((-122.4861116 37.7758071, -122.4860791 37.7758086, -122.4860993 37.7760848, -122.4861121 37.7760842, -122.4861146 37.7761188, -122.4859618 37.7761257, -122.48593 37.7756918, -122.4861025 37.7756839, -122.4861116 37.7758071), (-122.486064 37.7757848, -122.4860606 37.7757378, -122.4860356 37.7757389, -122.486039 37.7757859, -122.486064 37.7757848), (-122.4859631 37.7758941, -122.485984 37.7758932, -122.4859807 37.7758482, -122.4859598 37.7758492, -122.4859631 37.7758941), (-122.485971 37.7760189, -122.4860308 37.7760162, -122.4860292 37.775995, -122.4859695 37.7759977, -122.485971 37.7760189))",,,,Balboa Street,yes,,multipolygon,,,,,,,,,,,,,,,,,,2525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3737925,"POLYGON ((-122.4861874 37.7747034, -122.4861831 37.7746357, -122.4863659 37.7746283, -122.4863705 37.7746282, -122.4863741 37.7746851, -122.486366 37.7746854, -122.4863667 37.7746962, -122.4861874 37.7747034), (-122.4863245 37.7746585, -122.4862871 37.77466, -122.486288 37.7746738, -122.4863253 37.7746723, -122.4863245 37.7746585))",,,,27th Avenue,yes,,multipolygon,,,,,,,,,,,,,,,,,,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3737926,"POLYGON ((-122.486307 37.7758144, -122.4862353 37.7758172, -122.4862345 37.7758038, -122.4861877 37.7758057, -122.486185 37.775764, -122.4862316 37.7757622, -122.4862307 37.7757487, -122.4862516 37.7757479, -122.4864148 37.7757414, -122.4864156 37.7757541, -122.4864537 37.7757526, -122.4864539 37.7757548, -122.4864589 37.7757546, -122.4864614 37.7757938, -122.4864566 37.775794, -122.4864575 37.7758084, -122.486441 37.775809, -122.486307 37.7758144), (-122.4863518 37.7757612, -122.4863257 37.7757822, -122.4863353 37.7757898, -122.4863476 37.775779, -122.4863497 37.7757789, -122.4863529 37.7757817, -122.4863636 37.7757812, -122.4863739 37.775767, -122.4863735 37.7757603, -122.4863518 37.7757612))",,,,27th Avenue,yes,,multipolygon,,,,,,,,,,,,,,,,,,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
